year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,19,1316,1328,-12,1513,1530,-17,9E,3698,N819AY,EWR,CVG,96,569,13,28,2013-07-19T17:00:00Z
2013,4,3,747,748,-1,1044,1050,-6,B6,201,N629JB,JFK,FLL,162,1069,7,48,2013-04-03T11:00:00Z
2013,5,23,742,750,-8,1031,1035,-4,B6,983,N624JB,LGA,TPA,147,1010,7,50,2013-05-23T11:00:00Z
2013,10,24,737,740,-3,949,945,4,EV,4111,N14905,EWR,CHS,112,628,7,40,2013-10-24T11:00:00Z
2013,2,20,625,630,-5,752,810,-18,AA,303,N3BKAA,LGA,ORD,120,733,6,30,2013-02-20T11:00:00Z
2013,6,1,1443,1445,-2,1715,1649,26,DL,1231,N961DL,LGA,DTW,88,502,14,45,2013-06-01T18:00:00Z
2013,7,31,1458,1459,-1,1819,1801,18,9E,3325,N903XJ,JFK,DFW,195,1391,14,59,2013-07-31T18:00:00Z
2013,11,22,2029,1945,44,2238,2150,48,MQ,3603,N818MQ,LGA,DTW,110,502,19,45,2013-11-23T00:00:00Z
2013,12,29,740,705,35,948,931,17,UA,1162,N33284,EWR,DEN,227,1605,7,5,2013-12-29T12:00:00Z
2013,11,1,2135,2129,6,2335,2323,12,EV,3833,N13995,EWR,CLT,91,529,21,29,2013-11-02T01:00:00Z
2013,8,4,809,815,-6,943,955,-12,MQ,3531,N717MQ,LGA,RDU,76,431,8,15,2013-08-04T12:00:00Z
2013,2,19,1720,1720,0,1900,1905,-5,MQ,4479,N711MQ,LGA,RDU,82,431,17,20,2013-02-19T22:00:00Z
2013,5,2,928,930,-2,1148,1209,-21,UA,595,N573UA,EWR,LAS,287,2227,9,30,2013-05-02T13:00:00Z
2013,9,23,1854,1900,-6,1959,2014,-15,US,2160,N957UW,LGA,BOS,41,184,19,0,2013-09-23T23:00:00Z
2013,6,3,550,550,0,833,845,-12,UA,1077,N73275,EWR,MIA,141,1085,5,50,2013-06-03T09:00:00Z
2013,3,18,NA,1840,NA,NA,2020,NA,MQ,3730,N531MQ,EWR,ORD,NA,719,18,40,2013-03-18T22:00:00Z
2013,6,30,1650,1325,205,1835,1442,233,EV,5813,N11565,EWR,BTV,50,266,13,25,2013-06-30T17:00:00Z
2013,12,12,NA,1400,NA,NA,1531,NA,UA,643,NA,EWR,ORD,NA,719,14,0,2013-12-12T19:00:00Z
2013,5,19,925,925,0,1154,1235,-41,AA,1097,N571AA,LGA,DFW,186,1389,9,25,2013-05-19T13:00:00Z
2013,2,24,1739,1745,-6,2101,2117,-16,DL,2323,N3746H,JFK,PDX,341,2454,17,45,2013-02-24T22:00:00Z
2013,10,19,1353,1400,-7,1627,1634,-7,DL,2247,N954DL,LGA,ATL,127,762,14,0,2013-10-19T18:00:00Z
2013,6,29,928,930,-2,1215,1218,-3,B6,199,N632JB,LGA,MCO,143,950,9,30,2013-06-29T13:00:00Z
2013,1,16,1506,1446,20,1824,1757,27,UA,997,N487UA,LGA,IAH,233,1416,14,46,2013-01-16T19:00:00Z
2013,8,15,1438,1441,-3,1734,1755,-21,DL,1779,N326US,LGA,FLL,150,1076,14,41,2013-08-15T18:00:00Z
2013,1,5,811,815,-4,958,1016,-18,US,675,N673AW,EWR,CLT,86,529,8,15,2013-01-05T13:00:00Z
2013,11,22,757,800,-3,903,912,-9,B6,1418,N661JB,JFK,BOS,44,187,8,0,2013-11-22T13:00:00Z
2013,4,23,1905,1759,66,2052,1951,61,EV,4560,N16561,EWR,CMH,75,463,17,59,2013-04-23T21:00:00Z
2013,9,5,1119,1118,1,1319,1342,-23,UA,1708,N37298,LGA,DEN,216,1620,11,18,2013-09-05T15:00:00Z
2013,8,3,1558,1600,-2,1900,1849,11,B6,543,N552JB,EWR,PBI,145,1023,16,0,2013-08-03T20:00:00Z
2013,8,27,1523,1530,-7,1716,1721,-5,UA,529,N830UA,LGA,CLE,65,419,15,30,2013-08-27T19:00:00Z
2013,4,7,835,840,-5,1048,1106,-18,EV,4691,N17159,EWR,XNA,172,1131,8,40,2013-04-07T12:00:00Z
2013,3,21,806,810,-4,1133,1123,10,DL,1271,N378NW,JFK,FLL,163,1069,8,10,2013-03-21T12:00:00Z
2013,10,17,1352,1359,-7,1549,1605,-16,B6,1373,N318JB,JFK,CHS,95,636,13,59,2013-10-17T17:00:00Z
2013,7,26,1830,1824,6,2112,2129,-17,B6,1013,N624JB,JFK,LGB,320,2465,18,24,2013-07-26T22:00:00Z
2013,6,29,635,635,0,828,826,2,US,1032,N187US,EWR,CLT,90,529,6,35,2013-06-29T10:00:00Z
2013,3,26,1306,1300,6,1420,1425,-5,WN,3295,N713SW,EWR,BNA,112,748,13,0,2013-03-26T17:00:00Z
2013,2,23,2006,1545,261,2158,1701,297,9E,3658,N8938A,JFK,BWI,40,184,15,45,2013-02-23T20:00:00Z
2013,2,15,2051,2029,22,2331,2340,-9,UA,1430,N17139,JFK,LAX,312,2475,20,29,2013-02-16T01:00:00Z
2013,8,8,NA,1420,NA,NA,1620,NA,MQ,3588,N523MQ,LGA,MSP,NA,1020,14,20,2013-08-08T18:00:00Z
2013,5,31,1511,1510,1,1745,1825,-40,UA,1243,N36472,EWR,SFO,320,2565,15,10,2013-05-31T19:00:00Z
2013,2,12,1252,1253,-1,1530,1555,-25,UA,1641,N33266,EWR,MCO,140,937,12,53,2013-02-12T17:00:00Z
2013,3,8,1826,1730,56,2156,2050,66,UA,504,N533UA,EWR,PHX,293,2133,17,30,2013-03-08T22:00:00Z
2013,4,25,559,601,-2,700,709,-9,B6,380,N296JB,EWR,BOS,33,200,6,1,2013-04-25T10:00:00Z
2013,6,15,1507,1444,23,1917,1844,33,B6,705,N529JB,JFK,SJU,208,1598,14,44,2013-06-15T18:00:00Z
2013,8,29,1535,1500,35,1646,1631,15,UA,635,N404UA,EWR,ORD,97,719,15,0,2013-08-29T19:00:00Z
2013,10,22,720,725,-5,1037,1008,29,UA,212,N673UA,EWR,IAH,212,1400,7,25,2013-10-22T11:00:00Z
2013,3,1,1658,1700,-2,1942,2049,-67,DL,31,N705TW,JFK,SFO,314,2586,17,0,2013-03-01T22:00:00Z
2013,4,19,601,600,1,831,840,-9,B6,79,N637JB,JFK,MCO,125,944,6,0,2013-04-19T10:00:00Z
2013,3,17,1854,1900,-6,2054,2122,-28,9E,3439,N906XJ,JFK,CVG,99,589,19,0,2013-03-17T23:00:00Z
2013,4,16,959,1003,-4,1140,1134,6,FL,353,N966AT,LGA,CAK,64,397,10,3,2013-04-16T14:00:00Z
2013,3,10,2221,2100,81,1,2246,75,EV,4672,N16951,EWR,STL,135,872,21,0,2013-03-11T01:00:00Z
2013,10,30,840,840,0,1001,1005,-4,EV,5813,N19966,EWR,RIC,53,277,8,40,2013-10-30T12:00:00Z
2013,8,15,806,800,6,1009,1009,0,UA,561,N566UA,LGA,DEN,211,1620,8,0,2013-08-15T12:00:00Z
2013,2,18,1843,1845,-2,2055,2058,-3,DL,2131,N987DL,LGA,DTW,84,502,18,45,2013-02-18T23:00:00Z
2013,3,31,1939,1935,4,2116,2056,20,9E,3650,N833AY,JFK,PHL,28,94,19,35,2013-03-31T23:00:00Z
2013,1,21,746,747,-1,1100,1126,-26,B6,643,N775JB,JFK,SFO,356,2586,7,47,2013-01-21T12:00:00Z
2013,2,28,555,600,-5,733,759,-26,DL,731,N362NW,LGA,DTW,79,502,6,0,2013-02-28T11:00:00Z
2013,5,28,805,810,-5,1027,1027,0,9E,3538,N927XJ,JFK,MSP,170,1029,8,10,2013-05-28T12:00:00Z
2013,1,27,658,700,-2,1014,1027,-13,B6,671,N775JB,JFK,LAX,354,2475,7,0,2013-01-27T12:00:00Z
2013,10,26,756,800,-4,932,948,-16,9E,3611,N8794B,JFK,PIT,69,340,8,0,2013-10-26T12:00:00Z
2013,6,21,1554,1600,-6,1700,1718,-18,US,2134,N953UW,LGA,BOS,35,184,16,0,2013-06-21T20:00:00Z
2013,1,30,555,600,-5,711,730,-19,WN,3223,N454WN,LGA,MDW,118,725,6,0,2013-01-30T11:00:00Z
2013,4,13,1710,1710,0,1847,1840,7,WN,1423,N455WN,LGA,MDW,114,725,17,10,2013-04-13T21:00:00Z
2013,5,19,1632,1629,3,1955,1929,26,B6,9,N592JB,JFK,MCO,124,944,16,29,2013-05-19T20:00:00Z
2013,11,19,611,615,-4,808,817,-9,US,1899,N186US,JFK,CLT,89,541,6,15,2013-11-19T11:00:00Z
2013,11,5,1604,1500,64,1733,1619,74,US,2185,N770UW,LGA,DCA,45,214,15,0,2013-11-05T20:00:00Z
2013,5,5,1043,1052,-9,1333,1406,-33,B6,1471,N524JB,LGA,FLL,148,1076,10,52,2013-05-05T14:00:00Z
2013,12,8,1241,1235,6,1358,1351,7,9E,3340,N924XJ,LGA,SYR,40,198,12,35,2013-12-08T17:00:00Z
2013,2,5,553,600,-7,709,658,11,US,1833,N959UW,JFK,PHL,35,94,6,0,2013-02-05T11:00:00Z
2013,6,10,2020,1800,140,2206,1915,171,US,2185,N745VJ,LGA,DCA,48,214,18,0,2013-06-10T22:00:00Z
2013,5,16,855,900,-5,1026,1038,-12,UA,544,N817UA,LGA,ORD,114,733,9,0,2013-05-16T13:00:00Z
2013,4,10,839,840,-1,1130,1150,-20,UA,443,N554UA,JFK,LAX,327,2475,8,40,2013-04-10T12:00:00Z
2013,2,10,1629,1605,24,1749,1750,-1,MQ,4415,N736MQ,LGA,RDU,66,431,16,5,2013-02-10T21:00:00Z
2013,12,23,1925,1900,25,31,2359,32,AA,1029,N5BVAA,JFK,SJU,205,1598,19,0,2013-12-24T00:00:00Z
2013,3,14,1823,1700,83,2034,1924,70,DL,2042,N307DQ,EWR,ATL,107,746,17,0,2013-03-14T21:00:00Z
2013,6,26,1616,1606,10,1901,1909,-8,B6,283,N703JB,JFK,MCO,128,944,16,6,2013-06-26T20:00:00Z
2013,11,25,1657,1659,-2,2011,2034,-23,B6,167,N564JB,JFK,OAK,358,2576,16,59,2013-11-25T21:00:00Z
2013,6,20,827,829,-2,953,1004,-11,MQ,3363,N811MQ,JFK,RDU,64,427,8,29,2013-06-20T12:00:00Z
2013,8,20,621,630,-9,806,831,-25,EV,4150,N14960,EWR,CVG,87,569,6,30,2013-08-20T10:00:00Z
2013,3,12,1827,1829,-2,2032,2035,-3,US,373,N549UW,JFK,CLT,93,541,18,29,2013-03-12T22:00:00Z
2013,8,7,1922,1815,67,2032,1945,47,WN,2603,N929WN,LGA,BNA,109,764,18,15,2013-08-07T22:00:00Z
2013,1,17,946,950,-4,1042,1104,-22,B6,600,N267JB,JFK,PWM,45,273,9,50,2013-01-17T14:00:00Z
2013,10,24,1336,1330,6,1654,1632,22,B6,431,N779JB,LGA,SRQ,160,1047,13,30,2013-10-24T17:00:00Z
2013,8,5,1738,1735,3,1937,1915,22,WN,19,N784SW,EWR,STL,133,872,17,35,2013-08-05T21:00:00Z
2013,7,10,2158,1605,353,156,1925,391,DL,1394,N3746H,JFK,PDX,335,2454,16,5,2013-07-10T20:00:00Z
2013,3,25,1843,1845,-2,2015,2030,-15,MQ,4517,N711MQ,LGA,CRW,68,444,18,45,2013-03-25T22:00:00Z
2013,9,9,1702,1700,2,1929,1937,-8,DL,1499,N963DL,LGA,ATL,101,762,17,0,2013-09-09T21:00:00Z
2013,11,10,1507,1515,-8,1745,1810,-25,AA,320,N201AA,EWR,DFW,199,1372,15,15,2013-11-10T20:00:00Z
2013,2,3,1125,1135,-10,1315,1330,-15,MQ,4553,N723MQ,LGA,CLE,68,419,11,35,2013-02-03T16:00:00Z
2013,8,14,627,630,-3,906,831,35,EV,4150,N18557,EWR,CVG,112,569,6,30,2013-08-14T10:00:00Z
2013,10,26,935,924,11,1218,1220,-2,UA,497,N479UA,EWR,PBI,138,1023,9,24,2013-10-26T13:00:00Z
2013,2,15,1828,1835,-7,2150,2157,-7,UA,1284,N27722,EWR,AUS,228,1504,18,35,2013-02-15T23:00:00Z
2013,10,31,627,630,-3,822,840,-18,US,2085,N179UW,LGA,CLT,88,544,6,30,2013-10-31T10:00:00Z
2013,3,11,1935,1935,0,2229,2242,-13,DL,2370,N323US,LGA,PBI,151,1035,19,35,2013-03-11T23:00:00Z
2013,7,2,1446,1450,-4,1635,1634,1,9E,3393,N926XJ,JFK,DCA,40,213,14,50,2013-07-02T18:00:00Z
2013,5,16,2039,2030,9,2210,2150,20,WN,490,N256WN,EWR,MDW,104,711,20,30,2013-05-17T00:00:00Z
2013,9,19,2040,2045,-5,2155,2208,-13,DL,985,N329NB,JFK,BOS,34,187,20,45,2013-09-20T00:00:00Z
2013,6,26,626,630,-4,850,845,5,DL,575,N304DQ,EWR,ATL,105,746,6,30,2013-06-26T10:00:00Z
2013,10,23,613,611,2,727,725,2,EV,6177,N16571,EWR,IAD,54,212,6,11,2013-10-23T10:00:00Z
2013,4,8,1720,1730,-10,2023,1956,27,F9,419,N208FR,LGA,DEN,273,1620,17,30,2013-04-08T21:00:00Z
2013,12,5,802,805,-3,1031,1050,-19,9E,3528,N605LR,LGA,JAX,116,833,8,5,2013-12-05T13:00:00Z
2013,6,22,924,930,-6,1207,1218,-11,B6,199,N535JB,LGA,MCO,131,950,9,30,2013-06-22T13:00:00Z
2013,5,7,1019,925,54,1207,1134,33,EV,4087,N11187,EWR,IND,88,645,9,25,2013-05-07T13:00:00Z
2013,12,2,632,635,-3,906,917,-11,UA,1506,N38417,EWR,LAS,312,2227,6,35,2013-12-02T11:00:00Z
2013,4,16,721,725,-4,1034,1040,-6,AA,443,N335AA,JFK,MIA,139,1089,7,25,2013-04-16T11:00:00Z
2013,4,11,1954,2000,-6,2113,2124,-11,DL,985,N333NW,JFK,BOS,31,187,20,0,2013-04-12T00:00:00Z
2013,8,28,1531,1529,2,1752,1742,10,EV,4684,N14959,EWR,SDF,105,642,15,29,2013-08-28T19:00:00Z
2013,3,2,1655,1655,0,1929,2027,-58,DL,1367,N349NB,JFK,SAT,196,1587,16,55,2013-03-02T21:00:00Z
2013,2,24,1852,1855,-3,2112,2100,12,US,1491,N183UW,LGA,CLT,94,544,18,55,2013-02-24T23:00:00Z
2013,12,27,1728,1729,-1,2011,2115,-64,VX,193,N844VA,EWR,SFO,323,2565,17,29,2013-12-27T22:00:00Z
2013,5,5,1206,1210,-4,1302,1325,-23,WN,1575,N475WN,EWR,MDW,100,711,12,10,2013-05-05T16:00:00Z
2013,3,2,1121,1125,-4,1248,1325,-37,EV,5277,N738EV,EWR,MSP,132,1008,11,25,2013-03-02T16:00:00Z
2013,3,3,700,705,-5,1006,1012,-6,DL,1879,N991DL,LGA,FLL,162,1076,7,5,2013-03-03T12:00:00Z
2013,8,28,704,659,5,842,857,-15,EV,4166,N12922,EWR,GSP,82,594,6,59,2013-08-28T10:00:00Z
2013,7,26,1825,1830,-5,2018,2015,3,AA,2019,N521AA,LGA,STL,129,888,18,30,2013-07-26T22:00:00Z
2013,2,3,1758,1800,-2,1944,2006,-22,US,373,N550UW,JFK,CLT,82,541,18,0,2013-02-03T23:00:00Z
2013,9,17,919,920,-1,1202,1220,-18,VX,407,N631VA,JFK,LAX,319,2475,9,20,2013-09-17T13:00:00Z
2013,4,10,954,925,29,1120,1110,10,AA,1855,N554AA,LGA,STL,127,888,9,25,2013-04-10T13:00:00Z
2013,7,16,1338,1340,-2,1515,1510,5,WN,427,N441WN,LGA,MDW,98,725,13,40,2013-07-16T17:00:00Z
2013,1,12,1355,1350,5,1720,1740,-20,WN,1703,N929WN,EWR,PHX,309,2133,13,50,2013-01-12T18:00:00Z
2013,8,25,731,735,-4,942,1005,-23,AA,1949,N3AFAA,JFK,LAS,282,2248,7,35,2013-08-25T11:00:00Z
2013,2,23,1645,1645,0,2035,2000,35,B6,185,N729JB,JFK,SAN,349,2446,16,45,2013-02-23T21:00:00Z
2013,3,13,2249,2251,-2,2351,2357,-6,B6,22,N179JB,JFK,SYR,45,209,22,51,2013-03-14T02:00:00Z
2013,10,20,1500,1505,-5,1758,1810,-12,AA,1155,N3BRAA,LGA,DFW,205,1389,15,5,2013-10-20T19:00:00Z
2013,3,1,751,755,-4,1115,1110,5,AA,2267,N3HJAA,LGA,MIA,181,1096,7,55,2013-03-01T12:00:00Z
2013,5,9,1927,1929,-2,2144,2208,-24,UA,1041,N77258,EWR,PHX,283,2133,19,29,2013-05-09T23:00:00Z
2013,6,30,1056,1100,-4,1355,1348,7,DL,695,N918DL,JFK,MCO,145,944,11,0,2013-06-30T15:00:00Z
2013,8,23,1205,1200,5,1442,1430,12,UA,388,N447UA,EWR,IAH,189,1400,12,0,2013-08-23T16:00:00Z
2013,1,22,1841,1840,1,2016,2020,-4,MQ,3730,N546MQ,EWR,ORD,122,719,18,40,2013-01-22T23:00:00Z
2013,7,16,34,2245,109,129,3,86,B6,486,N329JB,JFK,ROC,44,264,22,45,2013-07-17T02:00:00Z
2013,7,19,1456,1500,-4,1754,1750,4,AA,883,N591AA,EWR,DFW,205,1372,15,0,2013-07-19T19:00:00Z
2013,7,16,1901,1859,2,2133,2121,12,FL,778,N910AT,LGA,ATL,99,762,18,59,2013-07-16T22:00:00Z
2013,12,16,1915,1905,10,2038,2035,3,EV,4191,N15973,EWR,BNA,120,748,19,5,2013-12-17T00:00:00Z
2013,9,21,1452,1455,-3,1557,1606,-9,DL,1164,N712TW,JFK,BOS,42,187,14,55,2013-09-21T18:00:00Z
2013,9,13,1634,1640,-6,1937,1947,-10,B6,423,N570JB,JFK,LAX,318,2475,16,40,2013-09-13T20:00:00Z
2013,7,5,956,959,-3,1101,1125,-24,UA,540,N454UA,EWR,ORD,101,719,9,59,2013-07-05T13:00:00Z
2013,8,11,1642,1643,-1,1817,1806,11,EV,5978,N13955,EWR,ROC,45,246,16,43,2013-08-11T20:00:00Z
2013,4,26,1107,1113,-6,1402,1415,-13,UA,703,N502UA,JFK,LAX,330,2475,11,13,2013-04-26T15:00:00Z
2013,2,19,1804,1805,-1,1946,1955,-9,MQ,4626,N511MQ,LGA,CMH,80,479,18,5,2013-02-19T23:00:00Z
2013,5,16,1154,1200,-6,1257,1310,-13,US,2126,N953UW,LGA,BOS,38,184,12,0,2013-05-16T16:00:00Z
2013,11,7,1953,1956,-3,2225,2234,-9,DL,2454,N3733Z,JFK,DEN,237,1626,19,56,2013-11-08T00:00:00Z
2013,6,13,NA,1200,NA,NA,1314,NA,EV,4233,N14960,EWR,BTV,NA,266,12,0,2013-06-13T16:00:00Z
2013,9,8,829,830,-1,1103,1130,-27,UA,443,N588UA,JFK,LAX,300,2475,8,30,2013-09-08T12:00:00Z
2013,7,30,1249,1255,-6,1511,1541,-30,UA,1641,N27213,EWR,MCO,124,937,12,55,2013-07-30T16:00:00Z
2013,3,17,913,905,8,1122,1115,7,MQ,4478,N711MQ,LGA,DTW,109,502,9,5,2013-03-17T13:00:00Z
2013,3,4,1640,1645,-5,1935,2008,-33,DL,1394,N3756,JFK,PDX,331,2454,16,45,2013-03-04T21:00:00Z
2013,1,9,1705,1705,0,2007,2010,-3,AA,1905,N4WKAA,EWR,DFW,217,1372,17,5,2013-01-09T22:00:00Z
2013,6,2,1541,1540,1,1826,1848,-22,UA,473,N415UA,EWR,FLL,136,1065,15,40,2013-06-02T19:00:00Z
2013,11,21,638,645,-7,846,857,-11,9E,3769,N8913A,EWR,CVG,96,569,6,45,2013-11-21T11:00:00Z
2013,3,10,1603,1600,3,1811,1847,-36,DL,1387,N3732J,JFK,DEN,213,1626,16,0,2013-03-10T20:00:00Z
2013,11,2,949,1000,-11,1220,1235,-15,DL,2457,N327NB,LGA,MSY,172,1183,10,0,2013-11-02T14:00:00Z
2013,2,28,1937,1929,8,2300,2246,14,DL,1133,N348NB,LGA,RSW,162,1080,19,29,2013-03-01T00:00:00Z
2013,9,26,1456,1459,-3,1800,1814,-14,AA,2297,N3CJAA,LGA,MIA,143,1096,14,59,2013-09-26T18:00:00Z
2013,11,30,2156,2159,-3,2254,2305,-11,9E,3525,N605LR,LGA,SYR,38,198,21,59,2013-12-01T02:00:00Z
2013,6,7,1257,1258,-1,1456,1505,-9,UA,429,N838UA,EWR,MSY,159,1167,12,58,2013-06-07T16:00:00Z
2013,7,31,1240,1245,-5,1510,1530,-20,WN,3316,N766SW,EWR,HOU,187,1411,12,45,2013-07-31T16:00:00Z
2013,3,19,1634,1630,4,1902,1847,15,DL,2231,N910DL,LGA,DTW,91,502,16,30,2013-03-19T20:00:00Z
2013,1,6,1957,2000,-3,2203,2224,-21,9E,3439,N929XJ,JFK,CVG,105,589,20,0,2013-01-07T01:00:00Z
2013,5,28,1559,1555,4,1809,1749,20,B6,915,N368JB,JFK,ORD,125,740,15,55,2013-05-28T19:00:00Z
2013,4,7,1754,1800,-6,2017,2035,-18,DL,1047,N633DL,LGA,ATL,111,762,18,0,2013-04-07T22:00:00Z
2013,9,4,1156,1200,-4,1255,1310,-15,WN,295,N280WN,EWR,MDW,103,711,12,0,2013-09-04T16:00:00Z
2013,1,11,520,530,-10,817,829,-12,UA,650,N426UA,LGA,IAH,199,1416,5,30,2013-01-11T10:00:00Z
2013,1,14,1757,1805,-8,1941,1955,-14,MQ,4626,N542MQ,LGA,CMH,79,479,18,5,2013-01-14T23:00:00Z
2013,7,6,1243,1255,-12,1411,1440,-29,MQ,3388,N713MQ,LGA,CMH,76,479,12,55,2013-07-06T16:00:00Z
2013,5,19,1323,1326,-3,1550,1621,-31,UA,1101,N76528,EWR,DFW,185,1372,13,26,2013-05-19T17:00:00Z
2013,6,9,822,830,-8,934,1015,-41,AA,309,N4XTAA,LGA,ORD,109,733,8,30,2013-06-09T12:00:00Z
2013,6,5,1344,1345,-1,1651,1700,-9,AA,117,N339AA,JFK,LAX,347,2475,13,45,2013-06-05T17:00:00Z
2013,7,14,1917,1635,162,2044,1816,148,EV,4702,N12922,EWR,GSO,65,445,16,35,2013-07-14T20:00:00Z
2013,3,15,1612,1557,15,1714,1720,-6,UA,1116,N79521,EWR,BOS,41,200,15,57,2013-03-15T19:00:00Z
2013,9,12,1751,1630,81,123,2000,NA,VX,27,N844VA,JFK,SFO,NA,2586,16,30,2013-09-12T20:00:00Z
2013,7,31,900,900,0,1145,1156,-11,DL,120,N706TW,JFK,LAX,310,2475,9,0,2013-07-31T13:00:00Z
2013,11,27,2022,1955,27,2200,2146,14,EV,5038,N741EV,LGA,BHM,124,866,19,55,2013-11-28T00:00:00Z
2013,9,9,633,633,0,734,745,-11,EV,4241,N14573,EWR,DCA,39,199,6,33,2013-09-09T10:00:00Z
2013,8,4,828,830,-2,925,950,-25,AA,1838,N3FYAA,JFK,BOS,37,187,8,30,2013-08-04T12:00:00Z
2013,12,16,916,900,16,1213,1210,3,B6,189,N615JB,JFK,SAN,338,2446,9,0,2013-12-16T14:00:00Z
2013,6,3,1636,1630,6,2030,1959,31,VX,27,N847VA,JFK,SFO,365,2586,16,30,2013-06-03T20:00:00Z
2013,4,12,857,900,-3,1125,1127,-2,DL,485,N343NB,EWR,ATL,114,746,9,0,2013-04-12T13:00:00Z
2013,10,3,1509,1239,150,1657,1420,157,EV,4335,N16981,EWR,CMH,75,463,12,39,2013-10-03T16:00:00Z
2013,4,13,1557,1605,-8,1859,1924,-25,DL,1433,N329NB,LGA,RSW,161,1080,16,5,2013-04-13T20:00:00Z
2013,12,1,1458,1500,-2,1758,1805,-7,MQ,3072,N508MQ,JFK,TPA,140,1005,15,0,2013-12-01T20:00:00Z
2013,5,2,803,805,-2,1056,1102,-6,DL,1109,N904DL,LGA,TPA,141,1010,8,5,2013-05-02T12:00:00Z
2013,4,5,1409,1415,-6,1545,1555,-10,AA,337,N598AA,LGA,ORD,120,733,14,15,2013-04-05T18:00:00Z
2013,10,27,1914,1925,-11,2157,2227,-30,DL,1435,N314NB,LGA,TPA,146,1010,19,25,2013-10-27T23:00:00Z
2013,12,1,1522,1530,-8,1840,1829,11,B6,83,N651JB,JFK,MCO,153,944,15,30,2013-12-01T20:00:00Z
2013,11,7,823,830,-7,958,1024,-26,9E,2932,N925XJ,JFK,RDU,74,427,8,30,2013-11-07T13:00:00Z
2013,9,28,1056,1105,-9,1314,1350,-36,DL,695,N913DL,JFK,MCO,118,944,11,5,2013-09-28T15:00:00Z
2013,8,7,1659,1700,-1,2042,2018,24,DL,1163,N723TW,JFK,LAX,342,2475,17,0,2013-08-07T21:00:00Z
2013,3,4,1253,1200,53,1440,1400,40,US,1443,N763US,JFK,CLT,79,541,12,0,2013-03-04T17:00:00Z
2013,2,12,943,949,-6,1221,1240,-19,UA,1597,N24706,EWR,EGE,256,1726,9,49,2013-02-12T14:00:00Z
2013,10,4,1555,1559,-4,1827,1906,-39,UA,375,N427UA,EWR,SEA,315,2402,15,59,2013-10-04T19:00:00Z
2013,8,25,1238,1200,38,1429,1355,34,US,2069,N125UW,JFK,CLT,78,541,12,0,2013-08-25T16:00:00Z
2013,11,6,1614,1609,5,1843,1832,11,UA,240,N812UA,EWR,DEN,232,1605,16,9,2013-11-06T21:00:00Z
2013,11,18,838,845,-7,1144,1206,-22,B6,795,N556JB,JFK,AUS,222,1521,8,45,2013-11-18T13:00:00Z
2013,9,30,2307,2255,12,2359,2358,1,B6,718,N565JB,JFK,BOS,33,187,22,55,2013-10-01T02:00:00Z
2013,5,20,1745,1455,170,2233,1801,272,B6,377,N519JB,LGA,FLL,165,1076,14,55,2013-05-20T18:00:00Z
2013,7,20,1853,1855,-2,2312,2216,56,B6,669,N645JB,JFK,SJC,351,2569,18,55,2013-07-20T22:00:00Z
2013,9,17,1514,1520,-6,1832,1838,-6,DL,1982,N363NB,LGA,MIA,155,1096,15,20,2013-09-17T19:00:00Z
2013,5,26,738,740,-2,957,1004,-7,B6,611,N184JB,JFK,JAX,119,828,7,40,2013-05-26T11:00:00Z
2013,12,15,757,758,-1,1105,1139,-34,UA,1289,N24211,EWR,SFO,345,2565,7,58,2013-12-15T12:00:00Z
2013,10,7,NA,1900,NA,NA,2057,NA,9E,3330,NA,JFK,ORD,NA,740,19,0,2013-10-07T23:00:00Z
2013,2,20,1252,1300,-8,1439,1450,-11,MQ,4426,N719MQ,LGA,CMH,85,479,13,0,2013-02-20T18:00:00Z
2013,11,5,652,700,-8,1023,1015,8,VX,399,N632VA,JFK,LAX,362,2475,7,0,2013-11-05T12:00:00Z
2013,11,10,2001,2005,-4,2136,2130,6,EV,4224,N13123,EWR,MKE,129,725,20,5,2013-11-11T01:00:00Z
2013,11,22,1750,1720,30,2046,2030,16,AA,2488,N4YMAA,EWR,DFW,208,1372,17,20,2013-11-22T22:00:00Z
2013,5,31,1149,1151,-2,1407,1414,-7,FL,347,N970AT,LGA,ATL,107,762,11,51,2013-05-31T15:00:00Z
2013,12,9,2010,2001,9,2253,2221,32,EV,4321,N11140,EWR,MCI,202,1092,20,1,2013-12-10T01:00:00Z
2013,11,17,1802,1800,2,2121,2101,20,UA,360,N817UA,EWR,PBI,137,1023,18,0,2013-11-17T23:00:00Z
2013,2,28,655,700,-5,953,1025,-32,UA,309,N505UA,JFK,SFO,328,2586,7,0,2013-02-28T12:00:00Z
2013,10,15,735,729,6,957,1021,-24,B6,461,N633JB,LGA,PBI,122,1035,7,29,2013-10-15T11:00:00Z
2013,4,12,1321,1315,6,1522,1501,21,US,1895,N543UW,EWR,CLT,97,529,13,15,2013-04-12T17:00:00Z
2013,5,16,2045,2055,-10,2207,2230,-23,AA,371,N434AA,LGA,ORD,115,733,20,55,2013-05-17T00:00:00Z
2013,12,19,958,1000,-2,1321,1335,-14,DL,469,N624AG,JFK,SFO,355,2586,10,0,2013-12-19T15:00:00Z
2013,9,10,1207,1210,-3,1442,1510,-28,UA,1595,N24706,EWR,SNA,322,2434,12,10,2013-09-10T16:00:00Z
